CEM;Codice Edificio Regione Piemonte;V_PRO;Ente di competenza;Comune;Cod Comune;Stato esistenza edificio;Stato compilazione;Edificio principale;V_USO;Flag Statale;Frazione o Localita`;V_INDIRIZZO;Ente proprietario edificio;Ente proprietario edificio;GRADO;C_SO1;GRA_SO1;DENO SO1;COD_SEDEM_SO1;COD_SEDERP_SO1;C_SO2;GRA_SO2;DENO SO2;COD_SEDEM_SO2;COD_SEDERP_SO2;C_SO3;GRA_SO3;DENO SO3;COD_SEDEM_SO3;COD_SEDERP_SO3;C_SO4;GRA_SO4;DENO SO4;COD_SEDEM_SO4;COD_SEDERP_SO4;C_SO5;GRA_SO5;DENO SO5;COD_SEDEM_SO5;COD_SEDERP_SO5;C_SO6;GRA_SO6;DENO SO6;COD_SEDEM_SO6;COD_SEDERP_SO6
TO100628;0010130016;TO;Comune;Avigliana;001013;Utilizzato per uso scolastico;In compilazione;No;MENSA;SI;capoluogo;VIA MOMPELLATO, snc;04. Comune;Si;INF-PRI-;1;INF;AIRONE;TOAA8AG03Q;0010131006;2;PRI;ITALO CALVINO;TOEE8AG042;0010132009
TO100629;0010130015;TO;Comune;Avigliana;001013;Utilizzato per uso scolastico;In compilazione;No;DIDATTICA;SI;capoluogo;VIA RE UMBERTO I, 10;04. Comune;Si;PRI-;2;PRI;NORBERTO ROSA;TOEE8AG02X;0010132008;;;;;
TO100630;0013090009;TO;Comune;Vinovo;001309;Utilizzato per uso scolastico;Validato;No;IMP-SPORTIVO;SI;vINOVO;VIA STUPINIGI , 16;04. Comune;Si;PRI-SEC 1-;2;PRI;DON MILANI;TOEE874013;0013092001;3;SEC 1;A. V. GIOANETTI;TOMM874012;0013093001
TO100633;0011710022;TO;Comune;Orbassano;001171;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;capoluogo;VIA CERVETTI CESARE, 7;04. Comune;Si;SEC 1-;3;SEC 1¯;LEONARDO DA VINCI;TOMM8AJ01V;0011713001;;;;;
TO100634;0011710023;TO;Comune;Orbassano;001171;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;capoluogo;VIA DELLA BASSA, 52/A;04. Comune;Si;INF-;1;INF;A. GAMBA;TOAA8AH03G;0011711001;;;;;
TO100636;0011910044;TO;Comune;Pinerolo;001191;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;Abbadia alpina;VIA BATTITORE, 11/b;04. Comune;Si;PRI-;2;PRI;VINCENZO LAURO;TOEE14203G;0011912006;;;;;
TO100637;0012150004;TO;Comune;Riva Presso Chieri;001215;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Unico;DIDATTICA;No;capoluogo;VIA MATTEOTTI GIACOMO, 2;04. Comune;Si;INF-;1;INF;SERRA PAOLINA ved. MARONE;TO1A17200L;0012151001;;;;;
TO100639;0012700006;TO;Comune;Susa;001270;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;capoluogo;VIA RE COZIO, 1;04. Comune;Si;PRI-;2;PRI;DI VIA RE COZIO;TOEE88002B;0012702003;;;;;
TO100640;0012610003;TO;Comune;Scarmagno;001261;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;concentrico scarmagno;VIA ROMANO, s.n.;05. Altro ente pubblico;Si;PRI-;2;PRI;ADRIANO OLIVETTI;TOEE89306N;0012612001;;;;;
TO100641;0010450010;TO;Comune;Buttigliera Alta;001045;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;Ferriera;VIA COMUNI, 1 e 3;04. Comune;Si;PRI-SEC 1-;2;PRI;COLLODI;TOEE8AF024;0010452002;3;SEC 1;G. JAQUERIO;TOMM8AF012;0010453001
TO100642;0012430003;TO;Comune;San Gillio;001243;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA FALCONE GIOVANNI, 2;04. Comune;Si;INF-PRI-;1;INF;.;TOAA89001Q;0012431003;2;PRI;.;TOEE890033;0012432001
TO100643;0013100002;TO;Comune;Virle Piemonte;001310;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;VIRLE PIEMONTE;VIA BIRAGO CONTESSA, 2;04. Comune;Si;INF-;1;INF;REGINA ELENA;TOAA8AP02P;0013101002;;;;;
TO100644;0010160005;TO;Comune;Balangero;001016;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;PIAZZA X MARTIRI, 5;04. Comune;Si;INF-;1;INF;M. PALBERTI;TOAA829032;0010161002;;;;;
TO100645;0010910003;TO;Comune;Colleretto Castelnuovo;001091;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA SANTUARIO DI PIOVA, 1;04. Comune;Si;INF-;1;INF;PIETRO E ANTONIETTA GALLO;TOAA09102N;0010911001;;;;;
TO100646;0011780004;TO;Comune;Pancalieri;001178;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA CIRCONVALLAZIONE, 1A;04. Comune;Si;SEC 1-;3;SEC 1¯;ROBERTO CLARA;TOMM8AP02V;0011783001;;;;;
TO100647;0012440005;TO;Comune;San Giorgio Canavese;001244;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VICOLO BIANCHETTI, 17;04. Comune;Si;PRI-;2;PRI;CARLO IGNAZIO GIULIO;TOEE16801N;0012442002;;;;;
TO100648;0011300008;TO;Comune;Leini;001130;Utilizzato per uso scolastico;In compilazione;Sç;DIDATTICA;SI;CAPOLUOGO;VIA VOLPIANO, 8;04. Comune;Si;INF-;1;INF;VILLA VIOLANTE;TOAA122068;0011301006;;;;;
VB000017;1030100001;VB;Comune;Belgirate;103010;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via CONELLI, 30;04. Comune;Si;INF-;1;INF;.;NOAA819085;1030101001;;;;;
VB000038;1030250005;VB;Comune;Crevoladossola;103025;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Crevola Capoluogo;Via San Cristoforo, 1;04. Comune;Si;INF-;1;INF;.;VBAA80801B;1030251001;;;;;
VB000039;1030250001;VB;Comune;Crevoladossola;103025;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Preglia;Viale Combattenti, 1;04. Comune;Si;INF-;1;INF;.;VBAA80802C;1030251002;;;;;
VB000040;1030460003;VB;Comune;Montecrestese;103046;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;VIA;VIA ROLDO, 7;04. Comune;Si;INF-;1;INF;.;VBAA80803D;1030461001;;;;;
VB000041;1030710001;VB;Comune;Varzo;103071;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Piazza Bono, 6;04. Comune;Si;INF-;1;INF;.;VBAA80804E;1030711001;;;;;
VB000042;1030250006;VB;Comune;Crevoladossola;103025;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Caddo;Via Mazzorini, 1;04. Comune;Si;INF-PRI-;1;INF;.;VBAA80805G;1030251003;2;PRI;.;VBEE80805R;1030252002
VB000043;1030280010;VB;Comune;Domodossola;103028;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Frazione Quartero;BORGATA QUARTERO, 1;04. Comune;Si;INF-PRI-;1;INF;CALICE;VBAA00203G;1030281009;2;PRI;.;VBEE00202Q;1030282001
VB000044;1030280008;VB;Comune;Domodossola;103028;Utilizzato per uso scolastico;In compilazione;Sç;DIDATTICA;SI;Capoluogo;PIAZZA CHAVEZ GEO, 1;04. Comune;Si;INF-;1;INF;BAMBINI DI TEREZIN;VBAA00201D;1030281004;;;;;
VB000045;1030680002;VB;Comune;Trontano;103068;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;capoluogo;PIAZZA CHIESA, 1;04. Comune;Si;INF-PRI-;1;INF;TRONTANO CAP.;VBAA003019;1030681002;2;PRI;TRONTANO;VBEE00302G;1030682002
VB000046;1030680001;VB;Comune;Trontano;103068;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;;VIA ROSMINI, 2;04. Comune;Si;INF-PRI-;1;INF;COSASCA;VBAA00302A;1030681001;2;PRI;COSASCA;VBEE00303L;1030682001
VB000047;1030280009;VB;Comune;Domodossola;103028;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Capoluogo;LARGO PARTIGIANI, 1;04. Comune;Si;INF-;1;INF;COLLODI;VBAA00303B;1030281007;;;;;
VB000056;1030350004;VB;Comune;Gravellona Toce;103035;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Umberto del Signore, 1;04. Comune;Si;INF-;1;INF;IL GIROTONDO;VBAA809028;1030351004;;;;;
VB000058;1030190006;VB;Comune;Casale Corte Cerro;103019;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via F.lli Nolli, 4;04. Comune;Si;INF-;1;INF;DI CASALE CORTE CERRO;VBAA81901T;1030191002;;;;;
VB000065;1030500012;VB;Comune;Omegna;103050;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Cireggio;VIA LEONARDO DA VINCI, 47;04. Comune;Si;PRI-;2;PRI;CIREGGIO;VBEE818039;1030502004;;;;;
VB000066;1030500008;VB;Comune;Omegna;103050;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Agrano;Via Giulio Isotta, 7;04. Comune;Si;PRI-;2;PRI;.;VBEE81703D;1030502006;;;;;
VB000070;1030020003;VB;Comune;Anzola D`Ossola;103002;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;CAPOLUOGO;VIA MEGOLO, 14;04. Comune;Si;PRI-;2;PRI;ENRICO E PAOLO MONTI;VBEE80203Q;1030022001;;;;;
VB000071;1030440001;VB;Comune;Mergozzo;103044;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;MERGOZZO;VIA BRACCHIO, 10;04. Comune;Si;INF-;1;INF;.;VBAA80201C;1030441003;;;;;
VB000077;1030620002;VB;Comune;Santa Maria Maggiore;103062;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Via Cavalli, 37;04. Comune;Si;INF-;1;INF;DI SANTA MARIA MAGGIORE;VBAA804014;1030621002;;;;;
VB000078;1030240001;VB;Comune;Craveggia;103024;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;capoluogo;via all`asilo, 5;04. Comune;Si;INF-PRI-;1;INF;DI CRAVEGGIA;VBAA804025;1030241001;2;PRI;DI CRAVEGGIA;VBEE804019;1030242001
VB000079;1030500013;VB;Comune;Omegna;103050;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;Crusinallo;VIA MONTE MASSONE, 5;04. Comune;Si;PRI-SEC 1-;2;PRI;DI CRUSINALLO;VBEE819035;1030502003;3;SEC 1;DI CRUSINALLO;VBMM819012;1030503002
VB000080;1030600002;VB;Comune;Re;103060;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via LOCARNO, 14;04. Comune;Si;INF-PRI-;1;INF;DI RE;VBAA804047;1030601001;2;PRI;DI RE;VBEE80406E;1030602003
VB000081;1030650002;VB;Comune;Toceno;103065;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Via Cazzini, 31;04. Comune;Si;INF-PRI-;1;INF;DI TOCENO;VBAA804058;1030651002;2;PRI;DI TOCENO;VBEE80409N;1030652001
VB000084;1030480001;VB;Comune;Nonio;103048;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;NONIO;Via MARCONI, 2;04. Comune;Si;INF-INF-;1;INF;NONIO;VBAA818023;1030481003;1;INF;NONIO;VBAA818023;1030481003
VB000085;1030340002;VB;Comune;Gignese;103034;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Frazione Vezzo;VIA BORGNA, 2;04. Comune;Si;INF-;1;INF;DI VEZZO;VBAA811017;1030341002;;;;;
VB000094;1030720017;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Sç;DIDATTICA;SI;Intra;Piazza Fabbri, 3;04. Comune;Si;INF-;1;INF;DI INTRA;VBAA81501E;1030721015;;;;;
VB000095;1030720012;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Biganzolo;Via Alla Pastura, 13;04. Comune;Si;INF-;1;INF;BIGANZOLO;VBAA814071;1030721013;;;;;
VB000097;1030720018;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Sç;DIDATTICA;SI;Intra;Corso Cairoli, 85;04. Comune;Si;INF-;1;INF;ARCOBALENO;VBAA81502G;1030721018;;;;;
VB000098;1030720023;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Pallanza;Via Della Rossa, 1;04. Comune;Si;INF-;1;INF;DELLA ROSSA;VBAA813031;1030721016;;;;;
VB000099;1030720022;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Suna;Via Montebello, 54;04. Comune;Si;INF-;1;INF;A. ROSSI;VBAA81302X;1030721005;;;;;
VB000100;1030080005;VB;Comune;Baveno;103008;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;FERIOLO;Via CARETTO, 38;04. Comune;Si;PRI-;2;PRI;FERIOLO;VBEE81003P;1030082003;;;;;
VB000101;1030080003;VB;Comune;Baveno;103008;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;OLTREFIUME;Via CAVALLI, 11;06. Enti religiosi;Si;INF-;1;INF;OLTREFIUME;VBAA81002C;1030081003;;;;;
VB000102;1030720011;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Sç;DIDATTICA;SI;Unchio;VIA MAGGIORE, 1;04. Comune;Si;INF-;1;INF;UNCHIO;VBAA81405V;1030721002;;;;;
VB000103;1030740002;VB;Comune;Vignone;103074;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Vignone;PIAZZA ALIGHIERI DANTE, 1;04. Comune;Si;INF-;1;INF;DI VIGNONE;VBAA81603C;1030741002;;;;;
VB000104;1030720021;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;San Bernardino;Via Filatoio, 6;04. Comune;Si;INF-;1;INF;GABARDI;VBAA81301V;1030721019;;;;;
VB000105;1030550001;VB;Comune;Premeno;103055;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Premeno;Via Mangiagalli, 5;04. Comune;Si;INF-;1;INF;DI PREMENO;VBAA81601A;1030551002;;;;;
VB000106;1030720024;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Trobaso;Via CUBONI - Materna , 12;04. Comune;Si;INF-;1;INF;TROBASO;VBAA81402Q;1030721004;;;;;
VB000109;1030150001;VB;Comune;Cambiasca;103015;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Cambiasca; Scuola Elementare Nino Chiovini, VIA PER COMERO, 1;04. Comune;Si;PRI-;2;PRI;NINO CHIOVINI;VBEE814043;1030152001;;;;;
VB000116;1030630002;VB;Comune;Seppiana;103063;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;VIA SEPPIANA, sn.;06. Enti religiosi;Si;INF-;1;INF;DI SEPPIANA;VBAA812013;1030631001;;;;;
VB000117;1030750007;VB;Comune;Villadossola;103075;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIALE VENETO, 25;04. Comune;Si;INF-;1;INF;G. RODARI;VBAA812035;1030751003;;;;;
VB000118;1030010002;VB;Comune;Antrona Schieranco;103001;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA SANTA MARIA, 2;04. Comune;Si;PRI-;2;PRI;SCUOLA PRIMARIA STATALE GIULIO GUALIO;VBEE81204B;1030012001;;;;;
VB000155;1030190004;VB;Comune;Casale Corte Cerro;103019;Utilizzato per uso scolastico;Validato;No;DIDATTICA;SI;localitÖ Motto;via Montebuglio, 12;04. Comune;Si;SEC 1-;3;SEC 1¯;DI CASALE CORTE CERRO;VBMM819023;1030193001;;;;;
VB000157;1030710003;VB;Comune;Varzo;103071;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;Capoluogo;strada san domenico, 12;04. Comune;Si;SEC 1-;3;SEC 1¯;FRATELLI CASETTI;VBMM80802L;1030713001;;;;;
VB000179;1030160001;VB;Comune;Cannero Riviera;103016;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Cannero Riviera;Via MAGGIORE GILDO CARONES, 1;04. Comune;Si;PRI-;2;PRI;DENISE HENKE;VBEE80307Q;1030162001;;;;;
VB000180;1030170003;VB;Comune;Cannobio;103017;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;VIALE VITTORIO VENETO, 2;04. Comune;Si;INF-;1;INF;A. ZACCHEO;VBAA803029;1030171002;;;;;
VB000181;1030170004;VB;Comune;Cannobio;103017;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;traffiume;VIA PIANA, 64;04. Comune;Si;INF-;1;INF;DI TRAFFIUME;VBAA803018;1030171003;;;;;
VB000200;1030250002;VB;Comune;Crevoladossola;103025;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Preglia;Via Gramsci, 7;04. Comune;Si;PRI-;2;PRI;.;VBEE80806T;1030252004;;;;;
VB000201;1030460004;VB;Comune;Montecrestese;103046;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;FRAZIONE;Frazione chiesa, 25;04. Comune;Si;PRI-;2;PRI;G. B. PALLETTA;VBEE80801L;1030462001;;;;;
VB000202;1030670001;VB;Comune;Trasquera;103067;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Municipio, 2;04. Comune;Si;PRI-;2;PRI;.;VBEE80802N;1030672002;;;;;
VB000203;1030710002;VB;Comune;Varzo;103071;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;Capoluogo;Via Alneda, 1;04. Comune;Si;PRI-;2;PRI;VITTORIO D'AVINO;VBEE80803P;1030712001;;;;;
VB000204;1030280007;VB;Comune;Domodossola;103028;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Capaluogo;VIA ROSMINI ANTONIO, 16;04. Comune;Si;INF-PRI-;1;INF;RODARI;VBAA00202E;1030281003;2;PRI;L. MILANI;VBEE00201P;1030282002
VB000205;1030420001;VB;Comune;Masera;103042;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Via PROVINCIALE, 57;04. Comune;Si;PRI-;2;PRI;.;VBEE00203R;1030422001;;;;;
VB000206;1030280004;VB;Comune;Domodossola;103028;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Capoluogo;VIA SAN FRANCESCO D`ASSISI, 44;04. Comune;Si;INF-PRI-;1;INF;SIMONE FERNANDEZ;VBAA00304C;1030281008;2;PRI;JOHN E ROBERT KENNEDY;VBEE00301E;1030282005
VB000222;1030190003;VB;Comune;Casale Corte Cerro;103019;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;localit«ˇ Motto;via Montebuglio, 12;04. Comune;Si;PRI-SEC 1-;2;PRI;DI CASALE CORTE CERRO;VBEE819013;1030192001;3;SEC 1;DI CASALE CORTE CERRO;VBMM819023;1030193001
VB000223;1030190005;VB;Comune;Casale Corte Cerro;103019;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;LocalitÖ Ramate;Via Bertone Bruno, 2;04. Comune;Si;PRI-;2;PRI;RAMATE;VBEE819024;1030192002;;;;;
VB000224;1030350003;VB;Comune;Gravellona Toce;103035;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;capoluogo;Via PATTARONI, 15;04. Comune;Si;PRI-;2;PRI;F. ALBERTINI;VBEE80903E;1030352002;;;;;
VB000226;1030350001;VB;Comune;Gravellona Toce;103035;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;capoluogo;VIALE PATTARONI FELICE, 15;04. Comune;Si;PRI-;2;PRI;F. ALBERTINI;VBEE80903E;1030352002;;;;;
VB000241;1030500010;VB;Comune;Omegna;103050;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA DE AMICIS EDMONDO, 7;04. Comune;Si;PRI-SEC 1-;2;PRI;OMEGNA;VBEE81701B;1030502001;3;SEC 1;F. M. BELTRAMI;VBMM81701A;1030503001
VB000242;1030500006;VB;Comune;Omegna;103050;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Bagnella;VIA FIUMETTA, 4;04. Comune;Si;PRI-;2;PRI;BAGNELLA;VBEE818028;1030502005;;;;;
VB000248;1030320001;VB;Comune;Germagno;103032;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Mons. Rocco Maria Mancini, 3;04. Comune;Si;PRI-;2;PRI;GERMAGNO;VBEE818017;1030322001;;;;;
VB000250;1030500015;VB;Comune;Omegna;103050;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA FOSSALONE, 17;07. SocietÖ, fondazione o persone private ;Si;INF-;1;INF;BIALETTI;VBAA818012;1030501003;;;;;
VB000252;1030580001;VB;Comune;Quarna Sopra;103058;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Circonvallazione, 20;04. Comune;Si;PRI-;2;PRI;QUARNA SOPRA;VBEE81805B;1030582001;;;;;
VB000253;1030690005;VB;Comune;Valstrona;103069;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Frazione Fornero;PIAZZA SANT`ANNA, 4;04. Comune;Si;PRI-;2;PRI;FORNERO;VBEE81806C;1030692004;;;;;
VB000254;1030690006;VB;Comune;Valstrona;103069;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Forno;PIAZZA MADONNA DI CARAVAGGIO, 12;04. Comune;Si;PRI-;2;PRI;FORNO;VBEE81807D;1030692001;;;;;
VB000255;1030690004;VB;Comune;Valstrona;103069;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Frazione Luzzogno;PIAZZA CADUTI, 2;04. Comune;Si;PRI-;2;PRI;LUZZOGNO;VBEE81808E;1030692002;;;;;
VB000257;1030140001;VB;Comune;Calasca-Castiglione;103014;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;LocalitÖ ANTROGNA, 70;04. Comune;Si;PRI-;2;PRI;G. PASTORE;VBEE807095;1030142001;;;;;
VB000261;1030530001;VB;Comune;Piedimulera;103053;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Via Louis Braille, 32;04. Comune;Si;PRI-;2;PRI;ING. GIORGIO SPEZIA;VBEE80702T;1030532001;;;;;
VB000263;1030540002;VB;Comune;Pieve Vergonte;103054;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Pieve capoluogo;Via Rosmini, 9;04. Comune;Si;SEC 1-;3;SEC 1¯;PIEVE VERGONTE;VBMM80701Q;1030543002;;;;;
VB000264;1030540001;VB;Comune;Pieve Vergonte;103054;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Pieve capoluogo;Via Rosmini, 7;04. Comune;Si;PRI-SEC 1-;2;PRI;PIEVE VERGONTE;VBEE80703V;1030542001;3;SEC 1;PIEVE VERGONTE;VBMM80701Q;1030543002
VB000266;1030390002;VB;Comune;Macugnaga;103039;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;LOCALITA' PESTARENA;Centro Abitato Pestarena, 308;04. Comune;Si;PRI-;2;PRI;MACUGNAGA;VBEE807084;1030392001;;;;;
VB000267;1030570002;VB;Comune;Premosello-Chiovenda;103057;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Via MILANO, 7/B;04. Comune;Si;PRI-;2;PRI;PAPA GIOVANNI PAOLO II;VBEE806033;1030572001;;;;;
VB000268;1030020001;VB;Comune;Anzola D`Ossola;103002;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA MEGOLO, 4;04. Comune;Si;INF-;1;INF;.;VBAA80202D;1030021001;;;;;
VB000269;1030440002;VB;Comune;Mergozzo;103044;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;capoluogo;VIA PALLANZA, 23;04. Comune;Si;SEC 1-;3;SEC 1¯;DI MERGOZZO;VBMM80202N;1030443001;;;;;
VB000270;1030510002;VB;Comune;Ornavasso;103051;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Marconi, 10;04. Comune;Si;PRI-;2;PRI;ALFREDO  DI DIO;VBEE80202P;1030512001;;;;;
VB000272;1030110001;VB;Comune;Beura-Cardezza;103011;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Beura Capolugoo;Via S.Clemente, 7;04. Comune;Si;INF-PRI-;1;INF;DI BEURA;VBAA80601Q;1030111001;2;PRI;DI BEURA;VBEE806022;1030112002
VB000278;1030500014;VB;Comune;Omegna;103050;Utilizzato per uso scolastico;Validato;No;PALESTRA;SI;Crusinallo;VIA MONTE MASSONE, 5;04. Comune;Si;PRI-SEC 1-;2;PRI;DI CRUSINALLO;VBEE819035;1030502003;3;SEC 1;DI CRUSINALLO;VBMM819012;1030503002
VB000279;1030290004;VB;Comune;Druogno;103029;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Frazione Coimo;VIA BONARDI, 42;04. Comune;Si;PRI-;2;PRI;DI COIMO;VBEE80403B;1030292001;;;;;
VB000280;1030410002;VB;Comune;Malesco;103041;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo ;PIAZZA XV MARTIRI, 1;04. Comune;Si;PRI-;2;PRI;DI MALESCO;VBEE80404C;1030412003;;;;;
VB000281;1030410001;VB;Comune;Malesco;103041;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Frazione Finero ;Via San Gottardo, 9;04. Comune;Si;PRI-;2;PRI;DI FINERO;VBEE80405D;1030412002;;;;;
VB000284;1030620001;VB;Comune;Santa Maria Maggiore;103062;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo ;Via Rosmini, 26;04. Comune;Si;PRI-;2;PRI;DI SANTA MARIA MAGGIORE;VBEE80411R;1030622002;;;;;
VB000286;1030760001;VB;Comune;Villette;103076;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;CAPOLUOGO;Via GIULIO PASTORE, 2;04. Comune;Si;PRI-;2;PRI;DI VILLETTE;VBEE80410Q;1030762001;;;;;
VB000288;1030220002;VB;Comune;Cesara;103022;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Scardini, 31;04. Comune;Si;PRI-;2;PRI;CESARA;VBEE81809G;1030222002;;;;;
VB000295;1030340001;VB;Comune;Gignese;103034;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Piazza Marconi, 4;04. Comune;Si;PRI-;2;PRI;GIGNESE AI SUOI PRODI;VBEE81102D;1030342002;;;;;
VB000308;1030720029;VB;Comune;Verbania;103072;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Torchiedo;Via Monte Rosa, 12;04. Comune;Si;PRI-;2;PRI;G. RODARI;VBEE814054;1030722004;;;;;
